Campaign,Ad Group,Keyword,Match Type,Bid
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""insurance denied cervical cancer screening treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,insurance denied cervical cancer screening treatment,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[insurance denied teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""insurance denied teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,insurance denied teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[insurance refusing teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""insurance refusing teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,insurance refusing teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[insurance won't cover teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""insurance won't cover teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,insurance won't cover teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[sample appeal letter teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""sample appeal letter teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,sample appeal letter teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) appeal],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) appeal,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) denial],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) denial,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) for cervical cancer screening],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) for cervical cancer screening""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) for cervical cancer screening,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) not covered],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) not covered,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) not medically necessary],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) not medically necessary""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) not medically necessary,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) pre authorization denied],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) pre authorization denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) pre authorization denied,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[teal wand (at-home hpv test kit) preauth denial],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""teal wand (at-home hpv test kit) preauth denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,teal wand (at-home hpv test kit) preauth denial,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[united healthcare cervical cancer screening denial],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""united healthcare cervical cancer screening denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,united healthcare cervical cancer screening denial,Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[united healthcare denied teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""united healthcare denied teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,united healthcare denied teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,[write appeal letter teal wand (at-home hpv test kit)],Exact,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,"""write appeal letter teal wand (at-home hpv test kit)""",Phrase,
Fight Health Insurance - Microsites,Appealing Teal Wand HPV Self-Collection Denials,write appeal letter teal wand (at-home hpv test kit),Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[aetna denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""aetna denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,aetna denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[appeal letter for physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""appeal letter for physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,appeal letter for physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[appeal physical therapy denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""appeal physical therapy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,appeal physical therapy denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[blue cross denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""blue cross denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,blue cross denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[cigna denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""cigna denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,cigna denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[fight physical therapy denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""fight physical therapy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,fight physical therapy denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[how to appeal physical therapy denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""how to appeal physical therapy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,how to appeal physical therapy denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[humana denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""humana denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,humana denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[insurance denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""insurance denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,insurance denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[insurance refusing physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""insurance refusing physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,insurance refusing physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[insurance won't cover physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""insurance won't cover physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,insurance won't cover physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy appeal],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy appeal,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy not covered],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy not covered,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy not medically necessary],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy not medically necessary""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy not medically necessary,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy pre authorization denied],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy pre authorization denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy pre authorization denied,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[physical therapy preauth denial],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""physical therapy preauth denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,physical therapy preauth denial,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[sample appeal letter physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""sample appeal letter physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,sample appeal letter physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[united healthcare denied physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""united healthcare denied physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,united healthcare denied physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,[write appeal letter physical therapy],Exact,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,"""write appeal letter physical therapy""",Phrase,
Fight Health Insurance - Microsites,Appealing Physical Therapy Denials,write appeal letter physical therapy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[aetna denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""aetna denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,aetna denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[aetna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""aetna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,aetna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[appeal bilateral orchiectomy denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""appeal bilateral orchiectomy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,appeal bilateral orchiectomy denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[appeal letter for bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""appeal letter for bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,appeal letter for bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy appeal],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy appeal,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy appeal letter template],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy appeal letter template""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy appeal letter template,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy coverage denied],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy coverage denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy coverage denied,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy denied by insurance],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy denied by insurance""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy denied by insurance,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy for gender dysphoria],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy for gender dysphoria""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy for gender dysphoria,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy not covered],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy not covered""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy not covered,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy not medically necessary],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy not medically necessary""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy not medically necessary,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy pre authorization denied],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy pre authorization denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy pre authorization denied,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[bilateral orchiectomy preauth denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""bilateral orchiectomy preauth denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,bilateral orchiectomy preauth denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[blue cross denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""blue cross denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,blue cross denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[blue cross gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""blue cross gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,blue cross gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[cigna denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""cigna denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,cigna denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[cigna gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""cigna gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,cigna gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[fight bilateral orchiectomy denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""fight bilateral orchiectomy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,fight bilateral orchiectomy denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria appeal],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria appeal""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria appeal,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria bilateral orchiectomy denied],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria bilateral orchiectomy denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria bilateral orchiectomy denied,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria coverage denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria coverage denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria coverage denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria insurance denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria insurance denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria insurance denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria medication denied],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria medication denied""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria medication denied,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[gender dysphoria treatment denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""gender dysphoria treatment denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,gender dysphoria treatment denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[how to appeal bilateral orchiectomy denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""how to appeal bilateral orchiectomy denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,how to appeal bilateral orchiectomy denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[humana denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""humana denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,humana denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[humana gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""humana gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,humana gender dysphoria denial,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[insurance denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""insurance denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,insurance denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[insurance denied gender dysphoria treatment],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""insurance denied gender dysphoria treatment""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,insurance denied gender dysphoria treatment,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[insurance refusing bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""insurance refusing bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,insurance refusing bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[insurance won't cover bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""insurance won't cover bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,insurance won't cover bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[sample appeal letter bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""sample appeal letter bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,sample appeal letter bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[united healthcare denied bilateral orchiectomy],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""united healthcare denied bilateral orchiectomy""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,united healthcare denied bilateral orchiectomy,Broad,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,[united healthcare gender dysphoria denial],Exact,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,"""united healthcare gender dysphoria denial""",Phrase,
Fight Health Insurance - Microsites,Appealing Bilateral Orchiectomy Denials,united healthcare gender dysphoria denial,Broad,
